attr_id,vehicle_id,attr_name,attr_value
VA00465,VH00043,airbags,4
VA00466,VH00043,central_locking,True
VA00467,VH00043,reverse_camera,True
VA00468,VH00043,sunroof,False
VA00469,VH00043,push_start,True
VA00470,VH00043,heated_seats,False
VA00471,VH00043,leather_interior,True
VA00472,VH00043,infotainment,None
VA00473,VH00043,child_seat_avail,False
VA00474,VH00044,engine_cc,2700
VA00475,VH00044,abs,True
VA00476,VH00044,airbags,2
VA00477,VH00044,central_locking,True
VA00478,VH00044,reverse_camera,False
VA00479,VH00044,sunroof,False
VA00480,VH00044,push_start,False
VA00481,VH00044,heated_seats,False
VA00482,VH00044,leather_interior,True
VA00483,VH00044,infotainment,Android
VA00484,VH00044,child_seat_avail,True
VA00485,VH00045,engine_cc,3000
VA00486,VH00045,abs,True
VA00487,VH00045,airbags,4
VA00488,VH00045,central_locking,True
VA00489,VH00045,reverse_camera,False
VA00490,VH00045,sunroof,False
VA00491,VH00045,push_start,False
VA00492,VH00045,heated_seats,False
VA00493,VH00045,leather_interior,False
VA00494,VH00045,infotainment,Apple CarPlay
VA00495,VH00045,child_seat_avail,False
VA00496,VH00046,engine_cc,1200
VA00497,VH00046,abs,True
VA00498,VH00046,airbags,2
VA00499,VH00046,central_locking,True
VA00500,VH00046,reverse_camera,False
VA00501,VH00046,sunroof,False
VA00502,VH00046,push_start,False
VA00503,VH00046,heated_seats,False
VA00504,VH00046,leather_interior,False
VA00505,VH00046,infotainment,Apple CarPlay
VA00506,VH00046,child_seat_avail,False
VA00507,VH00047,engine_cc,1200
VA00508,VH00047,abs,False
VA00509,VH00047,airbags,2
VA00510,VH00047,central_locking,True
VA00511,VH00047,reverse_camera,True
VA00512,VH00047,sunroof,False
VA00513,VH00047,push_start,True
VA00514,VH00047,heated_seats,False
VA00515,VH00047,leather_interior,False
VA00516,VH00047,infotainment,None
VA00517,VH00047,child_seat_avail,False
VA00518,VH00048,engine_cc,1600
VA00519,VH00048,abs,False
VA00520,VH00048,airbags,2
VA00521,VH00048,central_locking,True
VA00522,VH00048,reverse_camera,False
VA00523,VH00048,sunroof,False
VA00524,VH00048,push_start,False
VA00525,VH00048,heated_seats,False
VA00526,VH00048,leather_interior,False
VA00527,VH00048,infotainment,None
VA00528,VH00048,child_seat_avail,False
VA00529,VH00049,engine_cc,1500
VA00530,VH00049,abs,True
VA00531,VH00049,airbags,4
VA00532,VH00049,central_locking,True
VA00533,VH00049,reverse_camera,True
VA00534,VH00049,sunroof,False
VA00535,VH00049,push_start,True
VA00536,VH00049,heated_seats,False
VA00537,VH00049,leather_interior,True
VA00538,VH00049,infotainment,None
VA00539,VH00049,child_seat_avail,False
VA00540,VH00050,engine_cc,2700
VA00541,VH00050,abs,True
VA00542,VH00050,airbags,2
VA00543,VH00050,central_locking,True
VA00544,VH00050,reverse_camera,False
VA00545,VH00050,sunroof,False
VA00546,VH00050,push_start,True
VA00547,VH00050,heated_seats,True
VA00548,VH00050,leather_interior,True
VA00549,VH00050,infotainment,None
VA00550,VH00050,child_seat_avail,False
VA00551,VH00051,engine_cc,2700
VA00552,VH00051,abs,True
VA00553,VH00051,airbags,4
VA00554,VH00051,central_locking,True
VA00555,VH00051,reverse_camera,False
VA00556,VH00051,sunroof,True
VA00557,VH00051,push_start,False
VA00558,VH00051,heated_seats,False
VA00559,VH00051,leather_interior,False
VA00560,VH00051,infotainment,Android
VA00561,VH00051,child_seat_avail,True
VA00562,VH00052,engine_cc,1200
VA00563,VH00052,abs,False
VA00564,VH00052,airbags,2
VA00565,VH00052,central_locking,True
VA00566,VH00052,reverse_camera,False
VA00567,VH00052,sunroof,False
VA00568,VH00052,push_start,True
VA00569,VH00052,heated_seats,False
VA00570,VH00052,leather_interior,False
VA00571,VH00052,infotainment,Android
VA00572,VH00052,child_seat_avail,False
VA00573,VH00053,engine_cc,1500
VA00574,VH00053,abs,False
VA00575,VH00053,airbags,6
VA00576,VH00053,central_locking,True
VA00577,VH00053,reverse_camera,False
VA00578,VH00053,sunroof,False
VA00579,VH00053,push_start,False
VA00580,VH00053,heated_seats,False
VA00581,VH00053,leather_interior,True
VA00582,VH00053,infotainment,None
VA00583,VH00053,child_seat_avail,False
VA00584,VH00054,engine_cc,660
VA00585,VH00054,abs,True
VA00586,VH00054,airbags,4
VA00587,VH00054,central_locking,True
VA00588,VH00054,reverse_camera,False
VA00589,VH00054,sunroof,True
VA00590,VH00054,push_start,False
VA00591,VH00054,heated_seats,True
VA00592,VH00054,leather_interior,False
VA00593,VH00054,infotainment,Apple CarPlay
VA00594,VH00054,child_seat_avail,False
VA00595,VH00055,engine_cc,1500
VA00596,VH00055,abs,True
VA00597,VH00055,airbags,4
VA00598,VH00055,central_locking,False
VA00599,VH00055,reverse_camera,True
VA00600,VH00055,sunroof,False
VA00601,VH00055,push_start,True
VA00602,VH00055,heated_seats,False
VA00603,VH00055,leather_interior,True
VA00604,VH00055,infotainment,Basic
VA00605,VH00055,child_seat_avail,False
VA00606,VH00056,engine_cc,4000
VA00607,VH00056,abs,True
VA00608,VH00056,airbags,2
VA00609,VH00056,central_locking,True
VA00610,VH00056,reverse_camera,True
VA00611,VH00056,sunroof,False
VA00612,VH00056,push_start,True
VA00613,VH00056,heated_seats,False
VA00614,VH00056,leather_interior,True
VA00615,VH00056,infotainment,Android
VA00616,VH00056,child_seat_avail,False
VA00617,VH00057,engine_cc,3000
VA00618,VH00057,abs,True
VA00619,VH00057,airbags,4
VA00620,VH00057,central_locking,True
VA00621,VH00057,reverse_camera,True
VA00622,VH00057,sunroof,False
VA00623,VH00057,push_start,True
VA00624,VH00057,heated_seats,True
VA00625,VH00057,leather_interior,False
VA00626,VH00057,infotainment,Apple CarPlay
VA00627,VH00057,child_seat_avail,False
VA00628,VH00058,engine_cc,2700
VA00629,VH00058,abs,True
VA00630,VH00058,airbags,0
VA00631,VH00058,central_locking,True
VA00632,VH00058,reverse_camera,True
VA00633,VH00058,sunroof,False
VA00634,VH00058,push_start,False
VA00635,VH00058,heated_seats,False
VA00636,VH00058,leather_interior,False
VA00637,VH00058,infotainment,Apple CarPlay
VA00638,VH00058,child_seat_avail,True
VA00639,VH00059,engine_cc,1200
VA00640,VH00059,abs,False
VA00641,VH00059,airbags,6
VA00642,VH00059,central_locking,True
VA00643,VH00059,reverse_camera,True
VA00644,VH00059,sunroof,False
VA00645,VH00059,push_start,True
VA00646,VH00059,heated_seats,False
VA00647,VH00059,leather_interior,True
VA00648,VH00059,infotainment,Apple CarPlay
VA00649,VH00059,child_seat_avail,False
VA00650,VH00060,engine_cc,4000
VA00651,VH00060,abs,True
VA00652,VH00060,airbags,0
VA00653,VH00060,central_locking,True
VA00654,VH00060,reverse_camera,True
VA00655,VH00060,sunroof,False
VA00656,VH00060,push_start,False
VA00657,VH00060,heated_seats,False
VA00658,VH00060,leather_interior,True
VA00659,VH00060,infotainment,Basic
VA00660,VH00060,child_seat_avail,True
VA00661,VH00061,engine_cc,1200
VA00662,VH00061,abs,True
VA00663,VH00061,airbags,4
VA00664,VH00061,central_locking,True
VA00665,VH00061,reverse_camera,False
VA00666,VH00061,sunroof,False
VA00667,VH00061,push_start,False
VA00668,VH00061,heated_seats,False
VA00669,VH00061,leather_interior,True
VA00670,VH00061,infotainment,Apple CarPlay
VA00671,VH00061,child_seat_avail,True
VA00672,VH00062,engine_cc,1600
VA00673,VH00062,abs,False
VA00674,VH00062,airbags,2
VA00675,VH00062,central_locking,True
VA00676,VH00062,reverse_camera,True
VA00677,VH00062,sunroof,False
VA00678,VH00062,push_start,True
VA00679,VH00062,heated_seats,False
VA00680,VH00062,leather_interior,True
VA00681,VH00062,infotainment,Apple CarPlay
VA00682,VH00062,child_seat_avail,False
VA00683,VH00063,engine_cc,1200
VA00684,VH00063,abs,True
VA00685,VH00063,airbags,6
VA00686,VH00063,central_locking,True
VA00687,VH00063,reverse_camera,True
VA00688,VH00063,sunroof,False
VA00689,VH00063,push_start,True
VA00690,VH00063,heated_seats,False
VA00691,VH00063,leather_interior,False
VA00692,VH00063,infotainment,None
VA00693,VH00063,child_seat_avail,False
VA00694,VH00064,engine_cc,3000
VA00695,VH00064,abs,True
VA00696,VH00064,airbags,2
VA00697,VH00064,central_locking,True
VA00698,VH00064,reverse_camera,True
VA00699,VH00064,sunroof,True
VA00700,VH00064,push_start,True
VA00701,VH00064,heated_seats,False
VA00702,VH00064,leather_interior,False
VA00703,VH00064,infotainment,Android
VA00704,VH00064,child_seat_avail,False
VA00705,VH00065,engine_cc,1500
VA00706,VH00065,abs,False
VA00707,VH00065,airbags,4
VA00708,VH00065,central_locking,True
VA00709,VH00065,reverse_camera,True
VA00710,VH00065,sunroof,False
VA00711,VH00065,push_start,True
VA00712,VH00065,heated_seats,False
VA00713,VH00065,leather_interior,False
VA00714,VH00065,infotainment,Apple CarPlay
VA00715,VH00065,child_seat_avail,False
VA00716,VH00066,engine_cc,4000
VA00717,VH00066,abs,False
VA00718,VH00066,airbags,0
VA00719,VH00066,central_locking,True
VA00720,VH00066,reverse_camera,True
VA00721,VH00066,sunroof,False
VA00722,VH00066,push_start,False
VA00723,VH00066,heated_seats,True
VA00724,VH00066,leather_interior,False
VA00725,VH00066,infotainment,Basic
VA00726,VH00066,child_seat_avail,False
VA00727,VH00067,engine_cc,660
VA00728,VH00067,abs,False
VA00729,VH00067,airbags,0
VA00730,VH00067,central_locking,True
VA00731,VH00067,reverse_camera,True
VA00732,VH00067,sunroof,True
VA00733,VH00067,push_start,False
VA00734,VH00067,heated_seats,False
VA00735,VH00067,leather_interior,True
VA00736,VH00067,infotainment,Apple CarPlay
VA00737,VH00067,child_seat_avail,True
VA00738,VH00068,engine_cc,1300
VA00739,VH00068,abs,False
VA00740,VH00068,airbags,0
VA00741,VH00068,central_locking,False
VA00742,VH00068,reverse_camera,True
VA00743,VH00068,sunroof,False
VA00744,VH00068,push_start,True
VA00745,VH00068,heated_seats,False
VA00746,VH00068,leather_interior,True
VA00747,VH00068,infotainment,Apple CarPlay
VA00748,VH00068,child_seat_avail,False
VA00749,VH00069,engine_cc,3000
VA00750,VH00069,abs,True
VA00751,VH00069,airbags,0
VA00752,VH00069,central_locking,True
VA00753,VH00069,reverse_camera,False
VA00754,VH00069,sunroof,True
VA00755,VH00069,push_start,False
VA00756,VH00069,heated_seats,False
VA00757,VH00069,leather_interior,False
VA00758,VH00069,infotainment,Android
VA00759,VH00069,child_seat_avail,False
VA00760,VH00070,engine_cc,1500
VA00761,VH00070,abs,True
VA00762,VH00070,airbags,6
VA00763,VH00070,central_locking,True
VA00764,VH00070,reverse_camera,True
VA00765,VH00070,sunroof,False
VA00766,VH00070,push_start,True
VA00767,VH00070,heated_seats,False
VA00768,VH00070,leather_interior,True
VA00769,VH00070,infotainment,Apple CarPlay
VA00770,VH00070,child_seat_avail,False
VA00771,VH00071,engine_cc,4000
VA00772,VH00071,abs,False
VA00773,VH00071,airbags,2
VA00774,VH00071,central_locking,True
VA00775,VH00071,reverse_camera,False
VA00776,VH00071,sunroof,False
VA00777,VH00071,push_start,False
VA00778,VH00071,heated_seats,True
VA00779,VH00071,leather_interior,False
VA00780,VH00071,infotainment,None
VA00781,VH00071,child_seat_avail,False
VA00782,VH00072,engine_cc,1600
VA00783,VH00072,abs,False
VA00784,VH00072,airbags,4
VA00785,VH00072,central_locking,True
VA00786,VH00072,reverse_camera,True
VA00787,VH00072,sunroof,False
