rate_id,fleet_id,vehicle_type_id,daily_rate_pkr,hourly_rate_pkr,km_rate_pkr,outstation_mult,night_surcharge_pct,airport_surcharge_pkr,security_deposit_pkr,min_hours,cancellation_fee_pct,fuel_included,driver_included,effective_from,effective_to,booking_type_id,booking_type_name
RC000034,FL001,VT005,12402.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000035,FL001,VT005,12154.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000036,FL001,VT005,14695.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000037,FL001,VT005,11926.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000038,FL001,VT005,11560.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000039,FL001,VT005,8461.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000040,FL001,VT005,14200.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000041,FL001,VT006,6712.0,800,20,1.2,10,4000,25000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000042,FL001,VT006,8379.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000043,FL001,VT006,7065.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000044,FL001,VT006,10193.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000045,FL001,VT006,7104.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000046,FL001,VT006,7460.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000047,FL001,VT006,5500.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000048,FL001,VT006,8572.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000049,FL001,VT007,13380.0,1200,28,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000050,FL001,VT007,15279.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000051,FL001,VT007,17093.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000052,FL001,VT007,15895.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000053,FL001,VT007,15103.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000054,FL001,VT007,14964.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000055,FL001,VT007,11177.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000056,FL001,VT007,16218.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000057,FL001,VT008,15405.0,1200,28,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000058,FL001,VT008,13225.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000059,FL001,VT008,16308.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000060,FL001,VT008,15600.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000061,FL001,VT008,16282.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000062,FL001,VT008,17174.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000063,FL001,VT008,9272.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000064,FL001,VT008,14700.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000065,FL001,VT009,18482.0,1800,35,1.2,10,4000,50000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000066,FL001,VT009,21476.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000067,FL001,VT009,19569.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000068,FL001,VT009,22027.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000069,FL001,VT009,18421.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000070,FL001,VT009,22133.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000071,FL001,VT009,14157.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000072,FL001,VT009,20640.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000073,FL001,VT010,18662.0,2000,38,1.2,10,4000,55000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000074,FL001,VT010,23388.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000075,FL001,VT010,23693.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000076,FL001,VT010,24061.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000077,FL001,VT010,20629.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000078,FL001,VT010,24220.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000079,FL001,VT010,15003.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000080,FL001,VT010,24877.0,2000,38,1.2,10,4000,55000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000081,FL001,VT011,23992.0,2500,50,1.2,10,4000,80000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000082,FL001,VT011,27792.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000083,FL001,VT011,30092.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000084,FL001,VT011,31443.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000085,FL001,VT011,25718.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000086,FL001,VT011,28476.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000087,FL001,VT011,19232.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000088,FL001,VT011,33085.0,2500,50,1.2,10,4000,80000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000089,FL001,VT012,30996.0,3500,70,1.2,10,4000,100000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000090,FL001,VT012,39999.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000091,FL001,VT012,30094.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000092,FL001,VT012,32323.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000093,FL001,VT012,30528.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000094,FL001,VT012,39209.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000095,FL001,VT012,27322.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000096,FL001,VT012,42914.0,3500,70,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000097,FL001,VT013,29935.0,3000,60,1.2,10,4000,100000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000098,FL001,VT013,36558.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000099,FL001,VT013,34773.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000100,FL001,VT013,36055.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000101,FL001,VT013,32566.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000102,FL001,VT013,37513.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000103,FL001,VT013,21603.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000104,FL001,VT013,40211.0,3000,60,1.2,10,4000,100000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000105,FL001,VT014,78780.0,5000,80,1.2,10,4000,150000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000106,FL001,VT014,81929.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000107,FL001,VT014,82561.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000108,FL001,VT014,50358.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000109,FL001,VT014,36896.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000110,FL001,VT014,80266.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000111,FL001,VT014,44869.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000112,FL001,VT014,85899.0,5000,80,1.2,10,4000,150000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000113,FL001,VT015,143463.0,12000,200,1.2,10,4000,300000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000114,FL001,VT015,155888.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000115,FL001,VT015,116060.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000116,FL001,VT015,196753.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000117,FL001,VT015,128936.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000118,FL001,VT015,122572.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000119,FL001,VT015,94452.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000120,FL001,VT015,145111.0,12000,200,1.2,10,4000,300000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000121,FL001,VT016,6939.0,600,15,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000122,FL001,VT016,7080.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000123,FL001,VT016,7174.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000124,FL001,VT016,8288.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000125,FL001,VT016,5308.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000126,FL001,VT016,8362.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000127,FL001,VT016,4962.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000128,FL001,VT016,7286.0,600,15,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000129,FL001,VT017,12495.0,1100,25,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000130,FL001,VT017,16216.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000131,FL001,VT017,12444.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000132,FL001,VT017,13035.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000133,FL001,VT017,11338.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000134,FL001,VT017,16029.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000135,FL001,VT017,9094.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000136,FL001,VT017,18108.0,1100,25,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000137,FL001,VT018,18077.0,1800,35,1.2,10,4000,50000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000138,FL001,VT018,17890.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000139,FL001,VT018,18260.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000140,FL001,VT018,23701.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000141,FL001,VT018,16377.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000142,FL001,VT018,21613.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000143,FL001,VT018,12357.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000144,FL001,VT018,21814.0,1800,35,1.2,10,4000,50000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000145,FL002,VT001,3732.0,400,12,1.2,10,4000,10000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000146,FL002,VT001,5001.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000147,FL002,VT001,4244.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000148,FL002,VT001,4715.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000149,FL002,VT001,4867.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000150,FL002,VT001,5991.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000151,FL002,VT001,3093.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000152,FL002,VT001,5590.0,400,12,1.2,10,4000,10000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000153,FL002,VT002,4940.0,500,14,1.2,10,4000,15000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000154,FL002,VT002,6397.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000155,FL002,VT002,5438.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000156,FL002,VT002,6564.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000157,FL002,VT002,4988.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000158,FL002,VT002,7174.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000159,FL002,VT002,3508.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000160,FL002,VT002,6674.0,500,14,1.2,10,4000,15000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000161,FL002,VT003,6905.0,700,18,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000162,FL002,VT003,9590.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000163,FL002,VT003,7345.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000164,FL002,VT003,7641.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000165,FL002,VT003,7762.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000166,FL002,VT003,10367.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000167,FL002,VT003,4321.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000168,FL002,VT003,6581.0,700,18,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000169,FL002,VT004,6469.0,650,17,1.2,10,4000,20000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000170,FL002,VT004,7580.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000171,FL002,VT004,8425.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000172,FL002,VT004,8107.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000173,FL002,VT004,6605.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000174,FL002,VT004,9075.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000175,FL002,VT004,4736.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000176,FL002,VT004,7467.0,650,17,1.2,10,4000,20000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000177,FL002,VT005,10973.0,1000,22,1.2,10,4000,30000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000178,FL002,VT005,12942.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000179,FL002,VT005,11481.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000180,FL002,VT005,11474.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000181,FL002,VT005,12223.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000182,FL002,VT005,13311.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000183,FL002,VT005,6769.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000184,FL002,VT005,13573.0,1000,22,1.2,10,4000,30000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000185,FL002,VT006,6599.0,800,20,1.2,10,4000,25000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000186,FL002,VT006,7784.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000187,FL002,VT006,7835.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000188,FL002,VT006,10295.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000189,FL002,VT006,7252.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000190,FL002,VT006,8387.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000191,FL002,VT006,5584.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000192,FL002,VT006,9317.0,800,20,1.2,10,4000,25000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000193,FL002,VT007,12689.0,1200,28,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000194,FL002,VT007,15149.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000195,FL002,VT007,13829.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000196,FL002,VT007,18543.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000197,FL002,VT007,14100.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
RC000198,FL002,VT007,15749.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT007,Tourism / Northern Areas
RC000199,FL002,VT007,9807.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT006,Monthly Contract
RC000200,FL002,VT007,16848.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT004,Event
RC000201,FL002,VT008,14257.0,1200,28,1.2,10,4000,40000,4,15,False,False,2022-01-01,2026-12-31,BT002,City Ride
RC000202,FL002,VT008,15496.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT001,Airport Transfer
RC000203,FL002,VT008,17788.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT005,Intercity
RC000204,FL002,VT008,17642.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT008,Wedding
RC000205,FL002,VT008,14133.0,1200,28,1.2,10,4000,40000,4,15,False,True,2022-01-01,2026-12-31,BT003,Corporate
