invoice_id,trip_id,customer_id,fleet_id,invoice_date,due_date,base_fare_pkr,total_surcharge_pkr,discount_pkr,driver_allowance_pkr,tax_pkr,total_amount_pkr,paid_amount_pkr,outstanding_pkr,payment_method,payment_status,advance_paid_pct
INV000105,TR000111,CU01449,FL001,2026-05-06,2026-05-13,23292.0,2329.0,0.0,0.0,0.0,25621.0,25621.0,0.0,JazzCash,Paid,0
INV000106,TR000112,CU00124,FL001,2026-05-09,2026-05-16,7098.0,2500.0,0.0,1122.0,0.0,10720.0,10720.0,0.0,JazzCash,Paid,100
INV000107,TR000113,CU01923,FL003,2025-10-02,2025-10-09,10382.0,3000.0,0.0,0.0,0.0,13382.0,13382.0,0.0,JazzCash,Paid,50
INV000108,TR000114,CU00774,FL004,2025-06-07,2025-06-14,42116.0,2500.0,0.0,2308.0,0.0,46924.0,46924.0,0.0,Cash,Paid,0
INV000109,TR000115,CU00195,FL002,2022-10-29,2022-11-05,56309.0,9631.0,0.0,2608.0,0.0,68548.0,68548.0,0.0,Cash,Paid,100
INV000110,TR000116,CU01626,FL003,2025-07-02,2025-07-09,21048.0,0.0,0.0,2768.0,0.0,23816.0,23816.0,0.0,Cash,Paid,100
INV000111,TR000117,CU01745,FL002,2024-07-13,2024-07-20,18709.0,1500.0,1700.0,1485.0,0.0,19994.0,19994.0,0.0,Bank Transfer,Paid,100
INV000112,TR000118,CU00888,FL001,2026-01-22,2026-01-29,87782.0,1000.0,0.0,2646.0,0.0,91428.0,91428.0,0.0,Bank Transfer,Paid,100
INV000113,TR000119,CU01619,FL001,2026-03-18,2026-03-25,5222.0,6000.0,0.0,2093.0,0.0,13315.0,13315.0,0.0,JazzCash,Paid,0
INV000114,TR000120,CU01862,FL001,2025-01-21,2025-01-28,10930.0,3500.0,0.0,0.0,0.0,14430.0,14430.0,0.0,Cash,Paid,50
INV000115,TR000121,CU00768,FL002,2022-11-16,2022-11-23,6973.0,0.0,0.0,2097.0,0.0,9070.0,9070.0,0.0,JazzCash,Paid,0
INV000116,TR000122,CU00524,FL001,2023-04-23,2023-04-30,61114.0,1500.0,0.0,2396.0,0.0,65010.0,65010.0,0.0,JazzCash,Paid,20
INV000117,TR000123,CU01977,FL001,2025-03-01,2025-03-08,27349.0,3000.0,0.0,2967.0,0.0,33316.0,33316.0,0.0,Cash,Paid,100
INV000118,TR000124,CU00805,FL003,2023-10-18,2023-10-25,5796.0,3500.0,0.0,1905.0,0.0,11201.0,11201.0,0.0,Cash,Paid,0
INV000119,TR000125,CU01354,FL002,2024-01-28,2024-02-04,56677.0,0.0,0.0,0.0,0.0,56677.0,56677.0,0.0,JazzCash,Paid,100
INV000120,TR000126,CU00907,FL001,2025-06-25,2025-07-02,38325.0,4500.0,3169.0,0.0,0.0,39656.0,39656.0,0.0,EasyPaisa,Paid,0
INV000121,TR000127,CU01281,FL003,2026-02-21,2026-02-28,25206.0,1500.0,0.0,0.0,0.0,26706.0,26706.0,0.0,JazzCash,Paid,0
INV000122,TR000128,CU00203,FL004,2024-12-06,2024-12-13,103353.0,5500.0,0.0,2586.0,0.0,111439.0,111439.0,0.0,EasyPaisa,Paid,50
INV000123,TR000130,CU01408,FL003,2024-06-19,2024-06-26,2181.0,0.0,0.0,1854.0,0.0,4035.0,4035.0,0.0,Cash,Paid,20
INV000124,TR000131,CU01649,FL004,2025-09-11,2025-09-18,6016.0,6000.0,0.0,2505.0,0.0,14521.0,14521.0,0.0,Cash,Paid,20
INV000125,TR000132,CU00901,FL003,2023-07-10,2023-07-17,26278.0,2500.0,0.0,0.0,0.0,28778.0,28778.0,0.0,EasyPaisa,Paid,0
INV000126,TR000133,CU01043,FL003,2026-02-28,2026-03-07,7613.0,0.0,391.0,1956.0,0.0,9178.0,9178.0,0.0,Cash,Paid,50
INV000127,TR000134,CU00417,FL004,2026-03-12,2026-03-19,1682.0,1000.0,101.0,554.0,0.0,3135.0,3135.0,0.0,EasyPaisa,Paid,20
INV000128,TR000135,CU00489,FL002,2024-04-02,2024-04-09,37420.0,3742.0,5730.0,2922.0,0.0,38354.0,38354.0,0.0,Bank Transfer,Paid,100
INV000129,TR000136,CU01521,FL003,2023-10-02,2023-10-09,184948.0,2500.0,0.0,1939.0,0.0,189387.0,189387.0,0.0,Bank Transfer,Paid,50
INV000130,TR000137,CU00126,FL001,2026-03-09,2026-03-16,60169.0,0.0,0.0,617.0,0.0,60786.0,60786.0,0.0,Bank Transfer,Paid,0
INV000131,TR000138,CU00940,FL003,2025-06-15,2025-06-22,21604.0,500.0,1600.0,1027.0,0.0,21531.0,21531.0,0.0,Card (POS),Paid,50
INV000132,TR000139,CU00719,FL001,2022-03-23,2022-03-30,8952.0,1000.0,0.0,1143.0,0.0,11095.0,5576.0,5519.0,EasyPaisa,Partial,100
INV000133,TR000140,CU01437,FL003,2023-04-10,2023-04-17,95968.0,0.0,0.0,2784.0,0.0,98752.0,98752.0,0.0,JazzCash,Paid,50
INV000134,TR000141,CU01982,FL002,2024-07-11,2024-07-18,56964.0,0.0,0.0,0.0,0.0,56964.0,28085.0,28879.0,Cash,Partial,50
INV000135,TR000142,CU01787,FL001,2025-01-21,2025-01-28,667.0,3500.0,0.0,1002.0,0.0,5169.0,5169.0,0.0,EasyPaisa,Paid,100
INV000136,TR000143,CU00230,FL002,2024-04-29,2024-05-06,25920.0,2592.0,0.0,2208.0,0.0,30720.0,30720.0,0.0,Cash,Paid,100
INV000137,TR000144,CU00195,FL001,2023-04-06,2023-04-13,6279.0,4500.0,0.0,920.0,0.0,11699.0,11699.0,0.0,EasyPaisa,Paid,20
INV000138,TR000145,CU00086,FL004,2022-07-11,2022-07-18,2369.0,4000.0,0.0,583.0,0.0,6952.0,6952.0,0.0,Card (POS),Paid,100
INV000139,TR000146,CU00200,FL002,2026-06-27,2026-07-04,63233.0,0.0,0.0,843.0,0.0,64076.0,64076.0,0.0,Cash,Paid,50
INV000140,TR000147,CU01605,FL002,2026-02-16,2026-02-23,28004.0,2500.0,0.0,0.0,0.0,30504.0,30504.0,0.0,EasyPaisa,Paid,20
INV000141,TR000148,CU01555,FL003,2024-09-24,2024-10-01,14580.0,500.0,0.0,0.0,0.0,15080.0,15080.0,0.0,Cash,Paid,50
INV000142,TR000149,CU00721,FL001,2022-05-12,2022-05-19,63807.0,0.0,0.0,2694.0,0.0,66501.0,66501.0,0.0,JazzCash,Paid,100
INV000143,TR000150,CU01087,FL003,2022-04-20,2022-04-27,18360.0,0.0,0.0,538.0,0.0,18898.0,18898.0,0.0,Bank Transfer,Paid,0
INV000144,TR000151,CU00963,FL001,2023-08-16,2023-08-23,5106.0,0.0,0.0,0.0,0.0,5106.0,5106.0,0.0,Cash,Paid,0
INV000145,TR000152,CU00037,FL001,2026-06-26,2026-07-03,62169.0,11217.0,0.0,1551.0,0.0,74937.0,74937.0,0.0,Cash,Paid,100
INV000146,TR000153,CU01083,FL001,2024-11-23,2024-11-30,9386.0,500.0,0.0,1933.0,0.0,11819.0,11819.0,0.0,Cash,Paid,0
INV000147,TR000154,CU01044,FL003,2023-07-26,2023-08-02,21170.0,2500.0,1222.0,934.0,0.0,23382.0,17382.0,6000.0,Cash,Partial,50
INV000148,TR000155,CU00466,FL003,2026-06-11,2026-06-18,127197.0,1500.0,0.0,0.0,0.0,128697.0,128697.0,0.0,Cash,Paid,0
INV000149,TR000156,CU01581,FL001,2022-10-25,2022-11-01,2368.0,3500.0,235.0,1687.0,0.0,7320.0,1658.0,5662.0,Cash,Partial,50
INV000150,TR000157,CU00972,FL004,2022-04-06,2022-04-13,77911.0,14791.0,0.0,2161.0,0.0,94863.0,94863.0,0.0,JazzCash,Paid,100
INV000151,TR000158,CU01933,FL003,2023-09-14,2023-09-21,97965.0,1500.0,0.0,1697.0,0.0,101162.0,101162.0,0.0,JazzCash,Paid,20
INV000152,TR000159,CU01158,FL001,2024-06-04,2024-06-11,59536.0,0.0,0.0,520.0,0.0,60056.0,60056.0,0.0,Cash,Paid,20
INV000153,TR000160,CU00267,FL003,2025-12-14,2025-12-21,22557.0,0.0,0.0,620.0,0.0,23177.0,23177.0,0.0,JazzCash,Paid,0
INV000154,TR000161,CU01917,FL003,2025-08-28,2025-09-04,29359.0,2500.0,4993.0,2141.0,0.0,29007.0,29007.0,0.0,Cash,Paid,100
INV000155,TR000162,CU01023,FL003,2025-06-17,2025-06-24,113184.0,2000.0,0.0,1653.0,0.0,116837.0,62581.0,54256.0,JazzCash,Partial,50
INV000156,TR000163,CU01977,FL003,2022-06-27,2022-07-04,12905.0,1290.0,0.0,2678.0,0.0,16873.0,16873.0,0.0,Cash,Paid,50
INV000157,TR000164,CU01817,FL002,2025-11-26,2025-12-03,14078.0,0.0,0.0,1481.0,0.0,15559.0,15559.0,0.0,JazzCash,Paid,20
INV000158,TR000165,CU01176,FL002,2022-10-12,2022-10-19,44505.0,0.0,0.0,822.0,0.0,45327.0,20591.0,24736.0,JazzCash,Partial,0
INV000159,TR000166,CU00747,FL001,2022-08-24,2022-08-31,2757.0,3500.0,0.0,0.0,0.0,6257.0,6257.0,0.0,Card (POS),Paid,0
INV000160,TR000167,CU01634,FL001,2023-11-06,2023-11-13,77793.0,0.0,0.0,2031.0,0.0,79824.0,79824.0,0.0,Cash,Paid,100
INV000161,TR000168,CU01487,FL002,2025-05-23,2025-05-30,33087.0,500.0,0.0,0.0,0.0,33587.0,33587.0,0.0,EasyPaisa,Paid,20
INV000162,TR000169,CU01139,FL003,2024-09-18,2024-09-25,2961.0,4500.0,0.0,0.0,0.0,7461.0,7461.0,0.0,Cash,Paid,20
INV000163,TR000170,CU00103,FL002,2026-01-13,2026-01-20,17348.0,4235.0,0.0,510.0,0.0,22093.0,22093.0,0.0,Bank Transfer,Paid,0
INV000164,TR000171,CU01091,FL003,2023-08-20,2023-08-27,158739.0,0.0,0.0,733.0,0.0,159472.0,159472.0,0.0,Cash,Paid,20
INV000165,TR000172,CU01787,FL001,2026-05-13,2026-05-20,3087.0,5500.0,0.0,2898.0,0.0,11485.0,11485.0,0.0,JazzCash,Paid,100
INV000166,TR000173,CU00149,FL001,2023-06-03,2023-06-10,12123.0,9500.0,0.0,0.0,0.0,21623.0,21623.0,0.0,JazzCash,Paid,20
INV000167,TR000174,CU00595,FL001,2024-04-18,2024-04-25,35214.0,4000.0,0.0,971.0,0.0,40185.0,26131.0,14054.0,Cash,Partial,0
INV000168,TR000175,CU00976,FL003,2026-04-28,2026-05-05,14964.0,0.0,1733.0,1672.0,0.0,14903.0,10797.0,4106.0,Card (POS),Partial,100
INV000169,TR000176,CU00288,FL003,2022-05-28,2022-06-04,36709.0,0.0,0.0,2974.0,0.0,39683.0,39683.0,0.0,JazzCash,Paid,50
